Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Release_Year
Michael Collins,11092559.0,27572844.0,,25000000.0,1996-10-11,R,,Warner Bros.,Based on Real Life Events,Drama,Dramatization,Neil Jordan,77.0,6.9,11805.0,1996
My Cousin Vinny,52929168.0,52929168.0,,11000000.0,1992-03-13,,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,86.0,7.3,30524.0,1992
Medicine Man,44948240.0,44948240.0,,40000000.0,1992-02-07,,87.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,John McTiernan,22.0,5.7,9307.0,1992
Madadayo,48856.0,48856.0,,11900000.0,1998-03-20,,,WinStar Cinema,Based on Real Life Events,Drama,Dramatization,Akira Kurosawa,,7.4,1748.0,1998
Modern Problems,24474312.0,24474312.0,,8000000.0,1981-12-25,,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,,4.5,2144.0,1981
Amadeus,51973029.0,51973029.0,,18000000.0,1984-09-19,R,,Warner Bros.,Based on Play,Drama,Dramatization,Milos Forman,96.0,8.4,96997.0,1984
Modern Times,163245.0,163245.0,,1500000.0,1936-02-05,,,Kino International,,Comedy,,,100.0,8.5,35773.0,1936
The Mighty Ducks,50752337.0,50752337.0,,10000000.0,1992-10-02,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Herek,8.0,5.9,15479.0,1992
A Man for All Seasons,28350000.0,28350000.0,,3900000.0,1966-12-12,,,Sony Pictures,,,,Fred Zinnemann,85.0,8.1,12460.0,1966
Megaforce,5675599.0,5675599.0,,18000000.0,1982-06-25,,,20th Century Fox,Original Screenplay,Action,Science Fiction,Hal Needham,,2.5,1446.0,1982
The Mirror Has Two Faces,41267469.0,41267469.0,,42000000.0,1996-11-15,PG-13,127.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Barbra Streisand,54.0,6.0,6055.0,1996
Midnight Cowboy,44785053.0,44785053.0,,3600000.0,1969-05-25,R,,MGM,,,,John Schlesinger,90.0,8.0,34053.0,1969
Midnight Run,38413606.0,81613606.0,,30000000.0,1988-07-20,,,Universal,Original Screenplay,Action,Contemporary Fiction,Martin Brest,96.0,7.5,24104.0,1988
Major League,49793054.0,49793054.0,,11000000.0,1989-04-07,,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,84.0,6.9,20798.0,1989
The Molly Maguires,2200000.0,2200000.0,,11000000.0,1969-12-31,PG,,,,,,Martin Ritt,89.0,6.8,1304.0,1969
Malevolence,126021.0,257516.0,,200000.0,2004-09-10,R,,Painted Zebra Releasing,Original Screenplay,Horror,,,31.0,5.0,248.0,2004
Mad Max 2: The Road Warrior,24600832.0,24600832.0,,2000000.0,1982-05-21,,,Warner Bros.,,Action,Science Fiction,George Miller,,,,1982
It's a Mad Mad Mad Mad World,46300000.0,60000000.0,,9400000.0,1963-11-07,,,,,,,,,7.5,14460.0,1963
Mad Max,8750000.0,99750000.0,,200000.0,1980-03-21,,,,,Action,Science Fiction,George Miller,,6.9,36548.0,1980
Mad Max Beyond Thunderdome,36230219.0,36230219.0,,10000000.0,1985-07-10,,,Warner Bros.,,Action,Science Fiction,George Miller,,5.9,24273.0,1985
The Man From Snowy River,20659423.0,20659423.0,,5000000.0,1982-11-03,,,20th Century Fox,Original Screenplay,Drama,Historical Fiction,George Miller,80.0,7.0,3101.0,1982
Men of War,0.0,0.0,,6000000.0,1995-12-19,,,,,,,,,5.2,1435.0,1995
Monty Python and the Holy Grail,3427696.0,5028948.0,,400000.0,1975-05-10,,,,,,,,,8.4,155049.0,1975
Men with Brooms,4239767.0,4239767.0,,7500000.0,2002-03-08,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,63.0,5.8,2559.0,2002
Mutiny on The Bounty,13680000.0,13680000.0,,19000000.0,1962-11-08,,,MGM,,,,,69.0,7.9,7608.0,1962
Mommie Dearest,19032000.0,25032000.0,,5000000.0,1981-09-18,,,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Frank Perry,57.0,6.3,4905.0,1981
March or Die,1000000.0,1000000.0,,7000000.0,1977-08-05,,,Sony Pictures,,,,,,6.1,1233.0,1977
Memoirs of an Invisible Man,14358033.0,14358033.0,,40000000.0,1992-02-28,,,Warner Bros.,Based on Book/Short Story,Comedy,Science Fiction,John Carpenter,24.0,5.8,8522.0,1992
The Mongol King,900.0,900.0,,7000.0,2003-12-31,Not Rated,,,Original Screenplay,Drama,,,,,,2003
My Own Private Idaho,6401336.0,6401336.0,,2500000.0,1991-09-29,,,Fine Line,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,84.0,7.0,17604.0,1991
Moonraker,70300000.0,210300000.0,,31000000.0,1979-06-29,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,,64.0,6.1,26760.0,1979
Money Train,35324232.0,77224232.0,,68000000.0,1995-11-22,R,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Joseph Ruben,17.0,5.2,13972.0,1995
Metropolitan,2938000.0,2938000.0,,430000.0,1990-08-03,,,,,,,Whit Stillman,88.0,7.2,3355.0,1990
The Life of Brian,20008693.0,20008693.0,,4000000.0,1979-08-17,Not Rated,,Rainbow Releasing,Original Screenplay,Comedy,Historical Fiction,,,,,1979
Mallrats,2108367.0,2108367.0,,6100000.0,1995-10-20,R,,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,53.0,7.1,52807.0,1995
American Desi,902835.0,1366235.0,,250000.0,2001-03-16,Not Rated,,Eros Entertainment,Original Screenplay,Romantic Comedy,Contemporary Fiction,,42.0,6.7,1047.0,2001
Mrs. Winterbourne,10039566.0,10039566.0,,25000000.0,1996-04-19,PG-13,,Sony Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Richard Benjamin,7.0,5.8,2987.0,1996
Mrs. Doubtfire,219195051.0,441286003.0,,25000000.0,1993-11-24,PG-13,,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Chris Columbus,64.0,6.6,56917.0,1993
Mr. Smith Goes To Washington,9000000.0,9000000.0,,1500000.0,1938-12-31,,,Sony/Columbia,Original Screenplay,Drama,,Frank Capra,97.0,8.2,33315.0,1938
Mortal Kombat,70433227.0,122133227.0,,20000000.0,1995-08-18,PG-13,,New Line,Based on Game,Action,Fantasy,Paul Anderson,35.0,5.4,29605.0,1995
Frankenstein,22006296.0,112006296.0,,45000000.0,1994-11-04,R,,Sony Pictures,Based on Book/Short Story,Horror,,Kenneth Branagh,,6.2,19913.0,1994
The Misfits,8200000.0,8200000.0,,4000000.0,1960-12-31,,,,,,,John Huston,100.0,7.4,6351.0,1960
My Stepmother Is an Alien,13854000.0,13854000.0,,16000000.0,1988-12-09,,,Sony Pictures,Original Screenplay,Comedy,Science Fiction,Richard Benjamin,13.0,4.8,9073.0,1988
The Man Who Shot Liberty Valance,8000000.0,8000000.0,,3200000.0,1962-01-01,,,,,,,John Ford,97.0,8.1,22681.0,1962
Mission: Impossible,180981886.0,456481886.0,,80000000.0,1996-05-21,PG-13,110.0,Paramount Pictures,Based on TV,Action,Contemporary Fiction,Brian De Palma,,6.9,86222.0,1996
Meteor,8400000.0,8400000.0,,16000000.0,1978-12-31,,,,,,,Ronald Neame,9.0,4.7,2969.0,1978
Multiplicity,20133326.0,20133326.0,,45000000.0,1996-07-17,PG-13,117.0,Sony Pictures,Based on Book/Short Story,Comedy,Science Fiction,Harold Ramis,44.0,5.7,11935.0,1996
Mutual Appreciation,103509.0,103509.0,,30000.0,2006-09-01,R,,Goodbye Cruel Releasing,Original Screenplay,Comedy,Contemporary Fiction,,,7.0,1102.0,2006
The Muppet Christmas Carol,27281507.0,27281507.0,,12000000.0,1992-12-11,,,Walt Disney Pictures,Based on TV,Comedy,,,67.0,7.5,10853.0,1992
The Man with the Golden Gun,21000000.0,97600000.0,,7000000.0,1974-12-20,,,MGM,Based on Book/Short Story,Action,,Guy Hamilton,52.0,6.7,22431.0,1974
My Fair Lady,72000000.0,72000000.0,,17000000.0,1964-10-22,,,,Based on Musical/Opera,Musical,Historical Fiction,George Cukor,94.0,7.9,28039.0,1964
Mystic Pizza,12793213.0,12793213.0,,6000000.0,1988-10-21,,,Samuel Goldwyn Films,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,82.0,5.9,8413.0,1988
Namastey London,1207007.0,6831069.0,,8400000.0,2007-03-23,Not Rated,,Eros Entertainment,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,6.7,1511.0,2007
Naturally Native,10508.0,10508.0,,700000.0,1999-10-08,PG-13,,,,,,,,6.8,91.0,1999
Inchon,4408636.0,4408636.0,,46000000.0,1982-09-17,,,MGM,Original Screenplay,Drama,Historical Fiction,,,3.0,326.0,1982
Indiana Jones and the Temple of Doom,179880271.0,333080271.0,18998388.0,28000000.0,1984-05-23,,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,85.0,7.5,110761.0,1984
Indiana Jones and the Last Crusade,197171806.0,474171806.0,18740425.0,48000000.0,1989-05-24,,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,89.0,8.3,171572.0,1989
Neal n' Nikki,100358.0,329621.0,,1300000.0,2005-12-09,Not Rated,,Yash Raj Films,,Drama,,,,3.5,494.0,2005
A Nightmare on Elm Street 4: The Dream Master,49369899.0,49369899.0,,13000000.0,1988-08-19,,,New Line,Original Screenplay,Horror,Fantasy,Renny Harlin,,5.2,13310.0,1988
"Next Stop, Wonderland",3386698.0,3456820.0,,1000000.0,1998-08-21,R,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Brad Anderson,,,,1998
Nighthawks,14600000.0,19600000.0,,5000000.0,1981-04-10,,,Universal,Original Screenplay,Action,Contemporary Fiction,,71.0,6.3,5649.0,1981
The English Patient,78716374.0,231716374.0,,35000000.0,1996-11-15,R,160.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,83.0,7.3,54484.0,1996
Niagara,2500000.0,2500000.0,,1250000.0,1953-01-21,,,20th Century Fox,,,,,,7.0,4698.0,1953
The Naked Gun 2Ω: The Smell of Fear,86930411.0,86930411.0,,23000000.0,1991-06-28,,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,David Zucker,,6.6,26384.0,1991
Naked Gun 33 1/3: The Final Insult,51041856.0,51041856.0,,30000000.0,1994-03-18,PG-13,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Peter Segal,,6.1,24904.0,1994
National Lampoon's Animal House,141600000.0,141600000.0,,3000000.0,1978-07-28,R,,Universal,,,,John Landis,90.0,,,1978
Night of the Living Dead,12000000.0,30000000.0,,114000.0,1968-10-01,Not Rated,,Walter Reade Organization,Original Screenplay,Horror,Science Fiction,,96.0,6.6,10083.0,1968
No Looking Back,143273.0,143273.0,,5000000.0,1998-03-27,R,,Gramercy,,,,Edward Burns,38.0,5.7,1145.0,1998
The Nun's Story,12800000.0,12800000.0,,3500000.0,1958-12-31,,,,,,,Fred Zinnemann,93.0,7.5,3313.0,1958
A Nightmare on Elm Street,25504513.0,25504513.0,,1800000.0,1984-11-09,,,New Line,Original Screenplay,Horror,Fantasy,Wes Craven,95.0,5.3,12554.0,1984
A Nightmare On Elm Street Part 2: Freddy's Revenge,21163999.0,21163999.0,,3000000.0,1985-11-01,,,New Line,Original Screenplay,Horror,Fantasy,,,4.9,16222.0,1985
A Nightmare On Elm Street 3: Dream Warriors,44793222.0,44793222.0,,5000000.0,1987-02-27,,,New Line,Original Screenplay,Horror,Fantasy,Chuck Russell,,6.2,17354.0,1987
A Nightmare On Elm Street: The Dream Child,22168359.0,22168359.0,,6000000.0,1989-08-11,,,New Line,Original Screenplay,Horror,Fantasy,Stephen Hopkins,,4.7,10849.0,1989
Freddy's Dead: The Final Nightmare,34872033.0,34872033.0,,5000000.0,1991-09-13,R,,New Line,Original Screenplay,Horror,Fantasy,,,4.5,12779.0,1991
Wes Craven's New Nightmare,18090181.0,18090181.0,,8000000.0,1994-10-14,R,,New Line,Original Screenplay,Horror,Fantasy,Wes Craven,81.0,,,1994
Night of the Living Dead,5835247.0,5835247.0,,4200000.0,1990-10-19,R,,Sony/Columbia,Remake,Horror,Fantasy,,67.0,6.6,10083.0,1990
Notorious,24464742.0,24464742.0,,2000000.0,1945-12-31,,,,,,,Alfred Hitchcock,97.0,6.3,9811.0,1945
Never Say Never Again,55500000.0,160000000.0,,36000000.0,1983-10-07,,,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,,65.0,6.0,21247.0,1983
The Nutcracker,2119994.0,2119994.0,,19000000.0,1992-12-31,,,,,,,Emile Ardolino,50.0,5.2,561.0,1992
Nowhere to Run,22189039.0,52189039.0,,15000000.0,1993-01-15,,,Sony/Columbia,Original Screenplay,Action,Contemporary Fiction,,26.0,5.0,6746.0,1993
Interview with the Vampire: The Vampire Chronicles,105264608.0,223564608.0,,50000000.0,1994-11-11,R,,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,Neil Jordan,,7.4,78953.0,1994
The Nutty Professor,128814019.0,273814019.0,,55000000.0,1996-06-28,PG-13,95.0,Universal,Remake,Comedy,Kids Fiction,Tom Shadyac,67.0,5.6,32234.0,1996
Die Unendliche Geschichte,21300000.0,21300000.0,,27000000.0,1984-07-20,,,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Wolfgang Petersen,,7.4,25704.0,1984
Interview with the Assassin,47329.0,47329.0,,750000.0,2002-11-15,R,,,,,,,67.0,6.6,1107.0,2002
Nixon,13668249.0,34668249.0,,45000000.0,1995-12-20,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Oliver Stone,75.0,7.1,13761.0,1995
"New York, New York",13800000.0,13800000.0,,14000000.0,1977-06-22,,,MGM,Original Screenplay,Musical,,Martin Scorsese,63.0,6.7,1692.0,1977
New York Stories,10763469.0,10763469.0,,15000000.0,1989-03-01,,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Francis Ford Coppola,74.0,6.1,6906.0,1989
Obitaemyy ostrov,0.0,15000000.0,,36500000.0,2009-01-01,,,,Based on Book/Short Story,Action,Science Fiction,,,5.5,2229.0,2009
Octopussy,67900000.0,187500000.0,,27500000.0,1983-06-10,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,47.0,6.6,23167.0,1983
On Deadly Ground,38590458.0,38590458.0,,50000000.0,1994-02-18,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Steven Seagal,,3.8,9579.0,1994
One Flew Over the Cuckoo's Nest,108981275.0,108981275.0,,4400000.0,1975-11-19,,,MGM,Based on Book/Short Story,,,Milos Forman,96.0,8.9,214457.0,1975
The Offspring,1355728.0,1355728.0,,1100000.0,1987-09-04,,,Moviestore Entertainment,Original Screenplay,Horror,Contemporary Fiction,Jeff Burr,,5.6,424.0,1987
On Her Majesty's Secret Service,22800000.0,82000000.0,,8000000.0,1969-12-18,,,MGM,Based on Book/Short Story,Action,,,81.0,6.9,23159.0,1969
The Omen,48570885.0,48570885.0,,2800000.0,1976-06-25,,,20th Century Fox,Original Screenplay,Horror,,Richard Donner,84.0,5.4,24523.0,1976
The Omega Code,12610552.0,12678312.0,,7200000.0,1999-10-15,PG-13,,Providence Entertainment,Original Screenplay,Action,Fantasy,,8.0,3.3,3814.0,1999
Out of Africa,79096868.0,258210860.0,,31000000.0,1985-12-18,,,Universal,Based on Book/Short Story,Drama,Historical Fiction,Sydney Pollack,63.0,7.0,19638.0,1985
Out of the Dark,419428.0,419428.0,,1600000.0,1989-03-11,,,New Line,,,,,,5.1,230.0,1989
Ordinary People,52302978.0,52302978.0,,6000000.0,1980-09-19,,,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,91.0,7.0,138.0,1980
The Other Side of Heaven,4720371.0,4720371.0,,7000000.0,2001-12-14,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Dramatization,,,6.3,1670.0,2001
On the Down Low,1987.0,1987.0,,10000.0,2004-05-28,Not Rated,,Cinema Con Sabor,Original Screenplay,Drama,,,,6.3,113.0,2004
Othello,2844379.0,2844379.0,,11000000.0,1995-12-14,R,,Sony Pictures,Based on Play,Drama,Historical Fiction,,68.0,6.9,4289.0,1995
On the Outs,49772.0,49772.0,,250000.0,2005-07-15,R,,Fader Films,,Drama,,,,6.5,445.0,2005
On the Waterfront,9600000.0,9600000.0,,910000.0,1954-07-28,,,,,,,Elia Kazan,100.0,8.4,41162.0,1954
Outbreak,67823573.0,67823573.0,,50000000.0,1995-03-10,R,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Wolfgang Petersen,59.0,6.4,33192.0,1995
The Outsiders,25697647.0,25697647.0,,10000000.0,1983-03-25,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Francis Ford Coppola,65.0,7.0,23607.0,1983
The Oxford Murders,3607.0,8667348.0,,10000000.0,2010-08-06,R,,Magnolia Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,10.0,6.1,8066.0,2010
Police Academy,81198894.0,81198894.0,,4500000.0,1984-03-23,,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Hugh Wilson,47.0,6.3,23192.0,1984
Police Academy 7: Mission to Moscow,126247.0,126247.0,,10000000.0,1994-08-26,PG,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,,2.5,13121.0,1994
Paa,199228.0,9791282.0,,4300000.0,2009-12-04,,,Reliance Big Pictures,,,,,60.0,7.3,1059.0,2009
Pale Rider,41410568.0,41410568.0,,6900000.0,1985-06-28,,,Warner Bros.,Original Screenplay,Western,Historical Fiction,Clint Eastwood,92.0,7.1,15352.0,1985
Patriot Games,83287363.0,178100000.0,,45000000.0,1992-06-05,,,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phillip Noyce,75.0,6.9,29544.0,1992
The Pallbearer,5656388.0,5656388.0,,8000000.0,1996-05-03,PG-13,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Matt Reeves,39.0,4.7,4166.0,1996
Pocahontas,141579773.0,347100000.0,,55000000.0,1995-06-10,G,,Walt Disney Pictures,Based on Real Life Events,Adventure,Historical Fiction,,55.0,6.0,26690.0,1995
Pocketful of Miracles,5000000.0,5000000.0,,2900000.0,1960-12-31,,,,,,,Frank Capra,63.0,7.2,2365.0,1960
PCU,4333569.0,4333569.0,,9000000.0,1994-04-29,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,47.0,6.0,6967.0,1994
Pete's Dragon,36000000.0,36000000.0,,10000000.0,1977-11-03,,,,,,,,50.0,6.0,4620.0,1977
Pat Garrett and Billy the Kid,8000000.0,11000000.0,,4638783.0,1973-05-23,R,,,,,,Sam Peckinpah,,7.3,6374.0,1973
Poltergeist,74706019.0,121706019.0,,10700000.0,1982-06-04,,,MGM,Original Screenplay,Horror,Fantasy,Tobe Hooper,86.0,7.4,32817.0,1982
Poltergeist III,14114000.0,14114000.0,,9500000.0,1988-06-10,,,MGM,Original Screenplay,Horror,Fantasy,,14.0,3.8,5387.0,1988
Phantasm II,7000000.0,7000000.0,,3000000.0,1988-07-08,,,Universal,,Horror,Fantasy,,29.0,6.3,3781.0,1988
Phenomenon,104636382.0,142836382.0,,32000000.0,1996-07-05,PG,124.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Jon Turteltaub,50.0,6.3,26823.0,1996
Philadelphia,77324422.0,201324422.0,,26000000.0,1993-12-22,,,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Jonathan Demme,74.0,7.6,53283.0,1993
The Phantom,17220599.0,17220599.0,,45000000.0,1996-06-07,PG,100.0,Paramount Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Simon Wincer,43.0,4.8,9477.0,1996
Pi,3221152.0,4678513.0,,68000.0,1998-07-10,R,,Live Entertainment,Original Screenplay,Thriller/Suspense,Science Fiction,Darren Aronofsky,86.0,7.5,53699.0,1998
Pink Flamingos,413802.0,413802.0,,12000.0,1997-04-11,NC-17,,Fine Line,,,,John Waters,,5.8,7947.0,1997
The Pirate,2956000.0,2956000.0,,3700000.0,1947-12-31,,,,,,,Vincente Minnelli,71.0,7.1,1635.0,1947
The Planet of the Apes,33395426.0,33395426.0,,5800000.0,1968-02-08,,,,,,,Franklin J. Schaffner,,,,1968
The Player,21706101.0,28876702.0,,8000000.0,1992-04-10,R,,Fine Line,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Robert Altman,,7.7,24451.0,1992
Apollo 13,172070496.0,334100000.0,,65000000.0,1995-06-30,PG,,Universal,Based on Book/Short Story,Drama,Dramatization,Ron Howard,,7.5,87605.0,1995
Platoon,137963328.0,137963328.0,,6000000.0,1986-12-19,,,Orion Pictures,Original Screenplay,Drama,Historical Fiction,Oliver Stone,86.0,8.2,108641.0,1986
Panic,779137.0,889279.0,,1000000.0,2000-12-01,R,,Roxie Releasing,Original Screenplay,Drama,Contemporary Fiction,,92.0,2.7,473.0,2000
The Adventures of Pinocchio,15382170.0,36682170.0,,25000000.0,1996-07-26,G,94.0,New Line,Based on Book/Short Story,Adventure,Fantasy,Steve Barron,27.0,5.3,1734.0,1996
Pandora's Box,881950.0,881950.0,,800000.0,2002-08-09,R,,Kino International,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,4.6,386.0,2002
Pink Narcissus,8231.0,8231.0,,27000.0,1999-12-24,Not Rated,,,,,,,,6.0,384.0,1999
Penitentiary,287000.0,287000.0,,100000.0,1980-05-10,,,,Original Screenplay,Drama,Contemporary Fiction,,,5.5,233.0,1980
The Pursuit of D.B. Cooper,2104164.0,2104164.0,,12000000.0,1981-11-13,,,Universal,Based on Book/Short Story,Adventure,Contemporary Fiction,Roger Spottiswoode,,5.8,442.0,1981
Poetic Justice,27450453.0,27450453.0,,14000000.0,1993-07-23,,,Sony/Columbia,Original Screenplay,Drama,Contemporary Fiction,John Singleton,36.0,5.1,3689.0,1993
Porky's,109492484.0,109492484.0,,4000000.0,1982-03-19,,,20th Century Fox,Original Screenplay,Comedy,Historical Fiction,,,5.8,15861.0,1982
"Peace, Propaganda and the Promised Land",4930.0,4930.0,,70000.0,2005-01-28,Not Rated,,Arab Film Distribution,Based on Real Life Events,Documentary,Factual,,,3.0,75.0,2005
Popeye,49823037.0,49823037.0,,20000000.0,1980-12-12,,,Paramount Pictures,,,,Robert Altman,56.0,4.9,11433.0,1980
Predator 2,28317513.0,54768418.0,,35000000.0,1990-11-21,,,20th Century Fox,Original Screenplay,Action,Science Fiction,Stephen Hopkins,23.0,6.0,35411.0,1990
Predator,59735548.0,98267558.0,,18000000.0,1987-06-12,,,20th Century Fox,Original Screenplay,Action,Science Fiction,John McTiernan,76.0,7.8,88522.0,1987
The Princess Bride,30857000.0,30857000.0,,15000000.0,1987-09-25,,,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,Rob Reiner,95.0,8.1,123571.0,1987
Prison,354704.0,354704.0,,4000000.0,1988-03-04,,,Empire Pictures,Original Screenplay,Horror,,Renny Harlin,,5.8,1154.0,1988
LÈon,19284974.0,45284974.0,,16000000.0,1994-11-18,R,,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Luc Besson,,8.6,199762.0,1994
Prophecy,21000000.0,21000000.0,,12000000.0,1979-06-15,,,,,,,John Frankenheimer,25.0,4.7,1381.0,1979
The Prince of Tides,74787599.0,74787599.0,,30000000.0,1991-12-25,,,Sony/Columbia,Based on Book/Short Story,Drama,Contemporary Fiction,Barbra Streisand,74.0,6.4,6829.0,1991
Proud,0.0,0.0,,1000000.0,2005-09-23,PG,,Castle Hill Productions,Based on Real Life Events,Drama,Dramatization,,,5.7,161.0,2005
Pretty Woman,178406268.0,463400000.0,,14000000.0,1990-03-23,,,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,62.0,6.7,60742.0,1990
Partition,0.0,0.0,,10000000.0,2007-02-02,,,,Original Screenplay,Drama,Historical Fiction,,40.0,6.6,1275.0,2007
The Postman Always Rings Twice,12200000.0,44200000.0,,12000000.0,1981-03-20,,,,,,,Bob Rafelson,70.0,6.4,6886.0,1981
